Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen801
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen801
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen801:162898] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1612558629.381319] [lassen801:162898:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen801:162898] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen801:162898] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.025, s0 -11.0, kappa 0.5
Time step estimate 4.2819136230110855e-07

Viscous timestep estimate 3.8068759989956474e-07

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:330: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-1 elements: 4482
Num global elements: 4482
Timestep:        2.5e-07
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=2.5e-07 cfl=1.0
------- errors=0.00165, 793, 1.13, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=4.3546 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=833.188
step.max=119 | t_sim.max=2.975e-05 | t_step.max=1.09558 | min_pressure=100 | max_pressure=478.037 | min_temperature=297.995 | max_temperature=462.042 | memory_usage.max=1095.88
step.max=120 | t_sim.max=3e-05 | t_step.max=1.0956 | min_pressure=100 | max_pressure=478.305 | min_temperature=297.995 | max_temperature=462.07 | memory_usage.max=1095.88
step.max=121 | t_sim.max=3.025e-05 | t_step.max=1.09705 | min_pressure=100 | max_pressure=478.564 | min_temperature=297.995 | max_temperature=462.096 | memory_usage.max=1100
step.max=122 | t_sim.max=3.05e-05 | t_step.max=1.09519 | min_pressure=100 | max_pressure=478.815 | min_temperature=297.995 | max_temperature=462.12 | memory_usage.max=1102.69
step.max=123 | t_sim.max=3.075e-05 | t_step.max=1.09562 | min_pressure=100 | max_pressure=479.057 | min_temperature=297.995 | max_temperature=462.141 | memory_usage.max=1102.69
step.max=124 | t_sim.max=3.1e-05 | t_step.max=1.09581 | min_pressure=100 | max_pressure=479.29 | min_temperature=297.995 | max_temperature=462.161 | memory_usage.max=1105.06
step.max=125 | t_sim.max=3.125e-05 | t_step.max=1.09503 | min_pressure=100 | max_pressure=479.516 | min_temperature=297.995 | max_temperature=462.178 | memory_usage.max=1105.06
step.max=126 | t_sim.max=3.15e-05 | t_step.max=1.10279 | min_pressure=100 | max_pressure=479.735 | min_temperature=297.995 | max_temperature=462.193 | memory_usage.max=1105.06
step.max=127 | t_sim.max=3.175e-05 | t_step.max=1.09514 | min_pressure=100 | max_pressure=479.946 | min_temperature=297.995 | max_temperature=462.206 | memory_usage.max=1109.62
step.max=128 | t_sim.max=3.2e-05 | t_step.max=1.09479 | min_pressure=100 | max_pressure=480.15 | min_temperature=297.995 | max_temperature=462.218 | memory_usage.max=1111.19
step.max=129 | t_sim.max=3.225e-05 | t_step.max=1.09486 | min_pressure=100 | max_pressure=480.347 | min_temperature=297.995 | max_temperature=462.228 | memory_usage.max=1111.19
step.max=130 | t_sim.max=3.25e-05 | t_step.max=1.09477 | min_pressure=100 | max_pressure=480.537 | min_temperature=297.995 | max_temperature=462.236 | memory_usage.max=1114.94
step.max=131 | t_sim.max=3.275e-05 | t_step.max=1.09718 | min_pressure=100 | max_pressure=480.721 | min_temperature=297.995 | max_temperature=462.242 | memory_usage.max=1114.94
step.max=132 | t_sim.max=3.3e-05 | t_step.max=1.09548 | min_pressure=100 | max_pressure=480.898 | min_temperature=297.995 | max_temperature=462.247 | memory_usage.max=1117.06
step.max=133 | t_sim.max=3.325e-05 | t_step.max=1.09535 | min_pressure=100 | max_pressure=481.07 | min_temperature=297.995 | max_temperature=462.252 | memory_usage.max=1117.06
step.max=134 | t_sim.max=3.35e-05 | t_step.max=1.09472 | min_pressure=100 | max_pressure=481.235 | min_temperature=297.995 | max_temperature=462.254 | memory_usage.max=1120.12
step.max=135 | t_sim.max=3.375e-05 | t_step.max=1.09604 | min_pressure=100 | max_pressure=481.395 | min_temperature=297.995 | max_temperature=462.256 | memory_usage.max=1120.12
step.max=136 | t_sim.max=3.4e-05 | t_step.max=1.09537 | min_pressure=100 | max_pressure=481.549 | min_temperature=297.995 | max_temperature=462.256 | memory_usage.max=1124.19
step.max=137 | t_sim.max=3.425e-05 | t_step.max=1.09625 | min_pressure=100 | max_pressure=481.698 | min_temperature=297.995 | max_temperature=462.255 | memory_usage.max=1124.19
step.max=138 | t_sim.max=3.45e-05 | t_step.max=1.09554 | min_pressure=100 | max_pressure=481.842 | min_temperature=297.995 | max_temperature=462.253 | memory_usage.max=1127.06
step.max=139 | t_sim.max=3.475e-05 | t_step.max=1.09585 | min_pressure=100 | max_pressure=481.981 | min_temperature=297.995 | max_temperature=462.249 | memory_usage.max=1127.5
step.max=140 | t_sim.max=3.5e-05 | t_step.max=1.09607 | min_pressure=100 | max_pressure=482.115 | min_temperature=297.995 | max_temperature=462.245 | memory_usage.max=1130.56
step.max=141 | t_sim.max=3.525e-05 | t_step.max=1.09564 | min_pressure=100 | max_pressure=482.244 | min_temperature=297.995 | max_temperature=462.24 | memory_usage.max=1130.56
step.max=142 | t_sim.max=3.55e-05 | t_step.max=1.09488 | min_pressure=100 | max_pressure=482.369 | min_temperature=297.995 | max_temperature=462.234 | memory_usage.max=1130.62
step.max=143 | t_sim.max=3.575e-05 | t_step.max=1.10251 | min_pressure=100 | max_pressure=482.489 | min_temperature=297.995 | max_temperature=462.227 | memory_usage.max=1134.69
step.max=144 | t_sim.max=3.6e-05 | t_step.max=1.09542 | min_pressure=100 | max_pressure=482.606 | min_temperature=297.995 | max_temperature=462.219 | memory_usage.max=1136.88
step.max=145 | t_sim.max=3.625e-05 | t_step.max=1.09577 | min_pressure=100 | max_pressure=482.718 | min_temperature=297.995 | max_temperature=462.211 | memory_usage.max=1136.88
step.max=146 | t_sim.max=3.65e-05 | t_step.max=1.09471 | min_pressure=100 | max_pressure=482.826 | min_temperature=297.995 | max_temperature=462.202 | memory_usage.max=1138.75
step.max=147 | t_sim.max=3.675e-05 | t_step.max=1.09576 | min_pressure=100 | max_pressure=482.931 | min_temperature=297.995 | max_temperature=462.192 | memory_usage.max=1138.81
step.max=148 | t_sim.max=3.7e-05 | t_step.max=1.09559 | min_pressure=100 | max_pressure=483.035 | min_temperature=297.995 | max_temperature=462.181 | memory_usage.max=1142.19
step.max=149 | t_sim.max=3.725e-05 | t_step.max=1.09783 | min_pressure=100 | max_pressure=483.152 | min_temperature=297.995 | max_temperature=462.17 | memory_usage.max=1142.19
step.max=150 | t_sim.max=3.75e-05 | t_step.max=1.21381 | min_pressure=100 | max_pressure=483.266 | min_temperature=297.995 | max_temperature=462.158 | memory_usage.max=1145.88
step.max=151 | t_sim.max=3.775e-05 | t_step.max=1.09484 | min_pressure=100 | max_pressure=483.375 | min_temperature=297.995 | max_temperature=462.146 | memory_usage.max=1151.75
step.max=152 | t_sim.max=3.8e-05 | t_step.max=1.09452 | min_pressure=100 | max_pressure=483.48 | min_temperature=297.995 | max_temperature=462.133 | memory_usage.max=1151.81
step.max=153 | t_sim.max=3.825e-05 | t_step.max=1.09476 | min_pressure=100 | max_pressure=483.581 | min_temperature=297.995 | max_temperature=462.12 | memory_usage.max=1151.81
step.max=154 | t_sim.max=3.85e-05 | t_step.max=1.09544 | min_pressure=100 | max_pressure=483.679 | min_temperature=297.995 | max_temperature=462.106 | memory_usage.max=1151.81
step.max=155 | t_sim.max=3.875e-05 | t_step.max=1.09615 | min_pressure=100 | max_pressure=483.773 | min_temperature=297.995 | max_temperature=462.092 | memory_usage.max=1155.62
step.max=156 | t_sim.max=3.9e-05 | t_step.max=1.09624 | min_pressure=100 | max_pressure=483.865 | min_temperature=297.995 | max_temperature=462.078 | memory_usage.max=1155.62
step.max=157 | t_sim.max=3.925e-05 | t_step.max=1.09502 | min_pressure=100 | max_pressure=483.953 | min_temperature=297.995 | max_temperature=462.063 | memory_usage.max=1160
step.max=158 | t_sim.max=3.95e-05 | t_step.max=1.09569 | min_pressure=100 | max_pressure=484.037 | min_temperature=297.995 | max_temperature=462.048 | memory_usage.max=1160.31
step.max=159 | t_sim.max=3.975e-05 | t_step.max=1.09558 | min_pressure=100 | max_pressure=484.119 | min_temperature=297.995 | max_temperature=462.032 | memory_usage.max=1162.69
step.max=160 | t_sim.max=4e-05 | t_step.max=1.09443 | min_pressure=100 | max_pressure=484.198 | min_temperature=297.995 | max_temperature=462.017 | memory_usage.max=1162.69
step.max=161 | t_sim.max=4.025e-05 | t_step.max=1.11177 | min_pressure=100 | max_pressure=484.273 | min_temperature=297.995 | max_temperature=462.001 | memory_usage.max=1162.69
step.max=162 | t_sim.max=4.05e-05 | t_step.max=1.09659 | min_pressure=100 | max_pressure=484.346 | min_temperature=297.995 | max_temperature=461.985 | memory_usage.max=1166.56
step.max=163 | t_sim.max=4.075e-05 | t_step.max=1.09548 | min_pressure=100 | max_pressure=484.416 | min_temperature=297.995 | max_temperature=461.968 | memory_usage.max=1166.56
step.max=164 | t_sim.max=4.1e-05 | t_step.max=1.10256 | min_pressure=100 | max_pressure=484.484 | min_temperature=297.995 | max_temperature=461.951 | memory_usage.max=1166.56
step.max=165 | t_sim.max=4.125e-05 | t_step.max=1.09557 | min_pressure=100 | max_pressure=484.549 | min_temperature=297.995 | max_temperature=461.935 | memory_usage.max=1169
step.max=166 | t_sim.max=4.15e-05 | t_step.max=1.09608 | min_pressure=100 | max_pressure=484.611 | min_temperature=297.995 | max_temperature=461.918 | memory_usage.max=1170.12
step.max=167 | t_sim.max=4.175e-05 | t_step.max=1.09581 | min_pressure=100 | max_pressure=484.671 | min_temperature=297.995 | max_temperature=461.901 | memory_usage.max=1170.12
step.max=168 | t_sim.max=4.2e-05 | t_step.max=1.09618 | min_pressure=100 | max_pressure=484.729 | min_temperature=297.995 | max_temperature=461.883 | memory_usage.max=1173.19
step.max=169 | t_sim.max=4.225e-05 | t_step.max=1.09649 | min_pressure=100 | max_pressure=484.784 | min_temperature=297.995 | max_temperature=461.866 | memory_usage.max=1173.19
step.max=170 | t_sim.max=4.25e-05 | t_step.max=1.09616 | min_pressure=100 | max_pressure=484.838 | min_temperature=297.995 | max_temperature=461.849 | memory_usage.max=1177.31
step.max=171 | t_sim.max=4.275e-05 | t_step.max=1.09857 | min_pressure=100 | max_pressure=484.889 | min_temperature=297.995 | max_temperature=461.831 | memory_usage.max=1177.31
step.max=172 | t_sim.max=4.3e-05 | t_step.max=1.09509 | min_pressure=100 | max_pressure=484.939 | min_temperature=297.995 | max_temperature=461.813 | memory_usage.max=1180.19
step.max=173 | t_sim.max=4.325e-05 | t_step.max=1.09598 | min_pressure=100 | max_pressure=484.986 | min_temperature=297.995 | max_temperature=461.796 | memory_usage.max=1180.19
step.max=174 | t_sim.max=4.35e-05 | t_step.max=1.09563 | min_pressure=100 | max_pressure=485.032 | min_temperature=297.995 | max_temperature=461.778 | memory_usage.max=1182.5
step.max=175 | t_sim.max=4.375e-05 | t_step.max=1.09428 | min_pressure=100 | max_pressure=485.075 | min_temperature=297.995 | max_temperature=461.76 | memory_usage.max=1182.5
step.max=176 | t_sim.max=4.4e-05 | t_step.max=1.09564 | min_pressure=100 | max_pressure=485.117 | min_temperature=297.995 | max_temperature=461.742 | memory_usage.max=1186.62
step.max=177 | t_sim.max=4.425e-05 | t_step.max=1.09585 | min_pressure=100 | max_pressure=485.158 | min_temperature=297.995 | max_temperature=461.724 | memory_usage.max=1186.62
step.max=178 | t_sim.max=4.45e-05 | t_step.max=1.09611 | min_pressure=100 | max_pressure=485.196 | min_temperature=297.995 | max_temperature=461.707 | memory_usage.max=1186.62
step.max=179 | t_sim.max=4.475e-05 | t_step.max=1.09538 | min_pressure=100 | max_pressure=485.233 | min_temperature=297.995 | max_temperature=461.689 | memory_usage.max=1190.75
step.max=180 | t_sim.max=4.5e-05 | t_step.max=1.09637 | min_pressure=100 | max_pressure=485.269 | min_temperature=297.995 | max_temperature=461.671 | memory_usage.max=1190.75
step.max=181 | t_sim.max=4.525e-05 | t_step.max=1.09546 | min_pressure=100 | max_pressure=485.303 | min_temperature=297.995 | max_temperature=461.654 | memory_usage.max=1194.19
step.max=182 | t_sim.max=4.55e-05 | t_step.max=1.09515 | min_pressure=100 | max_pressure=485.336 | min_temperature=297.995 | max_temperature=461.636 | memory_usage.max=1194.62
step.max=183 | t_sim.max=4.575e-05 | t_step.max=1.09514 | min_pressure=100 | max_pressure=485.366 | min_temperature=297.995 | max_temperature=461.616 | memory_usage.max=1194.62
step.max=184 | t_sim.max=4.6e-05 | t_step.max=1.09627 | min_pressure=100 | max_pressure=485.396 | min_temperature=297.995 | max_temperature=461.6 | memory_usage.max=1198.06
step.max=185 | t_sim.max=4.625e-05 | t_step.max=1.0955 | min_pressure=100 | max_pressure=485.426 | min_temperature=297.995 | max_temperature=461.584 | memory_usage.max=1198.06
step.max=186 | t_sim.max=4.65e-05 | t_step.max=1.09551 | min_pressure=100 | max_pressure=485.453 | min_temperature=297.995 | max_temperature=461.566 | memory_usage.max=1202.12
step.max=187 | t_sim.max=4.675e-05 | t_step.max=1.09601 | min_pressure=100 | max_pressure=485.48 | min_temperature=297.995 | max_temperature=461.549 | memory_usage.max=1202.12
step.max=188 | t_sim.max=4.7e-05 | t_step.max=1.09499 | min_pressure=100 | max_pressure=485.505 | min_temperature=297.995 | max_temperature=461.532 | memory_usage.max=1202.12
step.max=189 | t_sim.max=4.725e-05 | t_step.max=1.10192 | min_pressure=100 | max_pressure=485.529 | min_temperature=297.995 | max_temperature=461.515 | memory_usage.max=1206.25
step.max=190 | t_sim.max=4.75e-05 | t_step.max=1.09559 | min_pressure=100 | max_pressure=485.551 | min_temperature=297.995 | max_temperature=461.497 | memory_usage.max=1207.81
step.max=191 | t_sim.max=4.775e-05 | t_step.max=1.09667 | min_pressure=100 | max_pressure=485.573 | min_temperature=297.995 | max_temperature=461.48 | memory_usage.max=1208.88
step.max=192 | t_sim.max=4.8e-05 | t_step.max=1.09637 | min_pressure=100 | max_pressure=485.594 | min_temperature=297.995 | max_temperature=461.463 | memory_usage.max=1208.88
step.max=193 | t_sim.max=4.825e-05 | t_step.max=1.09569 | min_pressure=100 | max_pressure=485.614 | min_temperature=297.995 | max_temperature=461.446 | memory_usage.max=1211.69
step.max=194 | t_sim.max=4.85e-05 | t_step.max=1.09571 | min_pressure=100 | max_pressure=485.633 | min_temperature=297.995 | max_temperature=461.429 | memory_usage.max=1211.69
step.max=195 | t_sim.max=4.875e-05 | t_step.max=1.09538 | min_pressure=100 | max_pressure=485.651 | min_temperature=297.995 | max_temperature=461.412 | memory_usage.max=1215.81
step.max=196 | t_sim.max=4.9e-05 | t_step.max=1.09502 | min_pressure=100 | max_pressure=485.668 | min_temperature=297.995 | max_temperature=461.395 | memory_usage.max=1215.81
step.max=197 | t_sim.max=4.925e-05 | t_step.max=1.09536 | min_pressure=100 | max_pressure=485.684 | min_temperature=297.995 | max_temperature=461.379 | memory_usage.max=1215.81
step.max=198 | t_sim.max=4.95e-05 | t_step.max=1.09864 | min_pressure=100 | max_pressure=485.699 | min_temperature=297.995 | max_temperature=461.363 | memory_usage.max=1219.94
step.max=199 | t_sim.max=4.975e-05 | t_step.max=1.09638 | min_pressure=100 | max_pressure=485.714 | min_temperature=297.995 | max_temperature=461.346 | memory_usage.max=1221.31
step.max=200 | t_sim.max=5e-05 | t_step.max=1.21468 | min_pressure=100 | max_pressure=485.727 | min_temperature=297.995 | max_temperature=461.33 | memory_usage.max=1221.31
step.max=201 | t_sim.max=5.025e-05 | t_step.max=1.0948 | min_pressure=100 | max_pressure=485.74 | min_temperature=297.995 | max_temperature=461.314 | memory_usage.max=1229.19
step.max=202 | t_sim.max=5.05e-05 | t_step.max=1.09511 | min_pressure=100 | max_pressure=485.753 | min_temperature=297.995 | max_temperature=461.298 | memory_usage.max=1229.19
step.max=203 | t_sim.max=5.075e-05 | t_step.max=1.0957 | min_pressure=100 | max_pressure=485.764 | min_temperature=297.995 | max_temperature=461.282 | memory_usage.max=1229.19
step.max=204 | t_sim.max=5.1e-05 | t_step.max=1.09579 | min_pressure=100 | max_pressure=485.775 | min_temperature=297.995 | max_temperature=461.267 | memory_usage.max=1229.19
step.max=205 | t_sim.max=5.125e-05 | t_step.max=1.09495 | min_pressure=100 | max_pressure=485.785 | min_temperature=297.995 | max_temperature=461.251 | memory_usage.max=1233.19
step.max=206 | t_sim.max=5.15e-05 | t_step.max=1.09592 | min_pressure=100 | max_pressure=485.795 | min_temperature=297.995 | max_temperature=461.236 | memory_usage.max=1233.19
step.max=207 | t_sim.max=5.175e-05 | t_step.max=1.09687 | min_pressure=100 | max_pressure=485.804 | min_temperature=297.995 | max_temperature=461.221 | memory_usage.max=1237.31
step.max=208 | t_sim.max=5.2e-05 | t_step.max=1.11298 | min_pressure=100 | max_pressure=485.812 | min_temperature=297.995 | max_temperature=461.206 | memory_usage.max=1237.31
step.max=209 | t_sim.max=5.225e-05 | t_step.max=1.09661 | min_pressure=100 | max_pressure=485.82 | min_temperature=297.995 | max_temperature=461.194 | memory_usage.max=1240.75
step.max=210 | t_sim.max=5.25e-05 | t_step.max=1.09705 | min_pressure=100 | max_pressure=485.827 | min_temperature=297.995 | max_temperature=461.182 | memory_usage.max=1240.75
step.max=211 | t_sim.max=5.275e-05 | t_step.max=1.09591 | min_pressure=100 | max_pressure=485.834 | min_temperature=297.995 | max_temperature=461.17 | memory_usage.max=1243.44
step.max=212 | t_sim.max=5.3e-05 | t_step.max=1.09478 | min_pressure=100 | max_pressure=485.84 | min_temperature=297.995 | max_temperature=461.158 | memory_usage.max=1243.44
step.max=213 | t_sim.max=5.325e-05 | t_step.max=1.09577 | min_pressure=100 | max_pressure=485.846 | min_temperature=297.995 | max_temperature=461.146 | memory_usage.max=1243.44
step.max=214 | t_sim.max=5.35e-05 | t_step.max=1.09589 | min_pressure=100 | max_pressure=485.851 | min_temperature=297.995 | max_temperature=461.134 | memory_usage.max=1243.44
step.max=215 | t_sim.max=5.375e-05 | t_step.max=1.09606 | min_pressure=100 | max_pressure=485.856 | min_temperature=297.995 | max_temperature=461.123 | memory_usage.max=1243.44
step.max=216 | t_sim.max=5.4e-05 | t_step.max=1.09551 | min_pressure=100 | max_pressure=485.861 | min_temperature=297.995 | max_temperature=461.111 | memory_usage.max=1247.56
step.max=217 | t_sim.max=5.425e-05 | t_step.max=1.09521 | min_pressure=100 | max_pressure=485.865 | min_temperature=297.995 | max_temperature=461.1 | memory_usage.max=1247.56
step.max=218 | t_sim.max=5.45e-05 | t_step.max=1.09542 | min_pressure=100 | max_pressure=485.868 | min_temperature=297.995 | max_temperature=461.089 | memory_usage.max=1251.69
step.max=219 | t_sim.max=5.475e-05 | t_step.max=1.09999 | min_pressure=100 | max_pressure=485.871 | min_temperature=297.995 | max_temperature=461.078 | memory_usage.max=1251.69
step.max=220 | t_sim.max=5.5e-05 | t_step.max=1.09522 | min_pressure=100 | max_pressure=485.874 | min_temperature=297.995 | max_temperature=461.067 | memory_usage.max=1254.75
step.max=221 | t_sim.max=5.525e-05 | t_step.max=1.09652 | min_pressure=100 | max_pressure=485.876 | min_temperature=297.995 | max_temperature=461.056 | memory_usage.max=1256.5
step.max=222 | t_sim.max=5.55e-05 | t_step.max=1.09563 | min_pressure=100 | max_pressure=485.878 | min_temperature=297.995 | max_temperature=461.045 | memory_usage.max=1256.5
step.max=223 | t_sim.max=5.575e-05 | t_step.max=1.09579 | min_pressure=100 | max_pressure=485.88 | min_temperature=297.995 | max_temperature=461.034 | memory_usage.max=1256.5
step.max=224 | t_sim.max=5.6e-05 | t_step.max=1.09623 | min_pressure=100 | max_pressure=485.881 | min_temperature=297.995 | max_temperature=461.024 | memory_usage.max=1260.25
step.max=225 | t_sim.max=5.625e-05 | t_step.max=1.09674 | min_pressure=100 | max_pressure=485.882 | min_temperature=297.995 | max_temperature=461.013 | memory_usage.max=1260.25
step.max=226 | t_sim.max=5.65e-05 | t_step.max=1.09586 | min_pressure=100 | max_pressure=485.883 | min_temperature=297.995 | max_temperature=461.003 | memory_usage.max=1264.38
step.max=227 | t_sim.max=5.675e-05 | t_step.max=1.09623 | min_pressure=100 | max_pressure=485.883 | min_temperature=297.995 | max_temperature=460.993 | memory_usage.max=1264.38
step.max=228 | t_sim.max=5.7e-05 | t_step.max=1.09577 | min_pressure=100 | max_pressure=485.883 | min_temperature=297.995 | max_temperature=460.982 | memory_usage.max=1264.38
step.max=229 | t_sim.max=5.725e-05 | t_step.max=1.09977 | min_pressure=100 | max_pressure=485.883 | min_temperature=297.995 | max_temperature=460.972 | memory_usage.max=1268.5
step.max=230 | t_sim.max=5.75e-05 | t_step.max=1.09653 | min_pressure=100 | max_pressure=485.882 | min_temperature=297.995 | max_temperature=460.962 | memory_usage.max=1270.5
step.max=231 | t_sim.max=5.775e-05 | t_step.max=1.09564 | min_pressure=100 | max_pressure=485.882 | min_temperature=296.702 | max_temperature=460.953 | memory_usage.max=1272.38
step.max=232 | t_sim.max=5.8e-05 | t_step.max=1.09634 | min_pressure=100 | max_pressure=485.881 | min_temperature=295.788 | max_temperature=460.943 | memory_usage.max=1272.38
step.max=233 | t_sim.max=5.825e-05 | t_step.max=1.09569 | min_pressure=100 | max_pressure=485.879 | min_temperature=297.023 | max_temperature=460.933 | memory_usage.max=1272.38
step.max=234 | t_sim.max=5.85e-05 | t_step.max=1.09541 | min_pressure=100 | max_pressure=485.878 | min_temperature=297.995 | max_temperature=460.924 | memory_usage.max=1276.5
step.max=235 | t_sim.max=5.875e-05 | t_step.max=1.09516 | min_pressure=100 | max_pressure=485.876 | min_temperature=297.995 | max_temperature=460.914 | memory_usage.max=1276.5
step.max=236 | t_sim.max=5.9e-05 | t_step.max=1.09656 | min_pressure=100 | max_pressure=485.874 | min_temperature=297.995 | max_temperature=460.905 | memory_usage.max=1276.5
step.max=237 | t_sim.max=5.925e-05 | t_step.max=1.096 | min_pressure=100 | max_pressure=485.872 | min_temperature=297.995 | max_temperature=460.896 | memory_usage.max=1280.62
step.max=238 | t_sim.max=5.95e-05 | t_step.max=1.09594 | min_pressure=100 | max_pressure=485.869 | min_temperature=294.735 | max_temperature=460.887 | memory_usage.max=1280.62
step.max=239 | t_sim.max=5.975e-05 | t_step.max=1.0963 | min_pressure=100 | max_pressure=485.867 | min_temperature=290.673 | max_temperature=460.878 | memory_usage.max=1284.75
step.max=240 | t_sim.max=6e-05 | t_step.max=1.09851 | min_pressure=100 | max_pressure=485.864 | min_temperature=287.865 | max_temperature=460.869 | memory_usage.max=1284.75
step.max=241 | t_sim.max=6.025e-05 | t_step.max=1.0963 | min_pressure=100 | max_pressure=485.861 | min_temperature=287.622 | max_temperature=460.86 | memory_usage.max=1284.75
step.max=242 | t_sim.max=6.05e-05 | t_step.max=1.09674 | min_pressure=100 | max_pressure=485.858 | min_temperature=290.937 | max_temperature=460.851 | memory_usage.max=1288.31
step.max=243 | t_sim.max=6.075e-05 | t_step.max=1.0965 | min_pressure=100 | max_pressure=485.854 | min_temperature=297.995 | max_temperature=460.843 | memory_usage.max=1288.31
step.max=244 | t_sim.max=6.1e-05 | t_step.max=1.09655 | min_pressure=100 | max_pressure=485.851 | min_temperature=297.995 | max_temperature=460.834 | memory_usage.max=1292.19
step.max=245 | t_sim.max=6.125e-05 | t_step.max=1.09562 | min_pressure=100 | max_pressure=485.847 | min_temperature=297.052 | max_temperature=460.826 | memory_usage.max=1292.19
step.max=246 | t_sim.max=6.15e-05 | t_step.max=1.0963 | min_pressure=100 | max_pressure=485.843 | min_temperature=291.434 | max_temperature=460.818 | memory_usage.max=1292.19
step.max=247 | t_sim.max=6.175e-05 | t_step.max=1.09539 | min_pressure=97.3827 | max_pressure=485.839 | min_temperature=285.33 | max_temperature=460.809 | memory_usage.max=1296.31
step.max=248 | t_sim.max=6.2e-05 | t_step.max=1.09509 | min_pressure=95.5671 | max_pressure=485.835 | min_temperature=280.156 | max_temperature=460.801 | memory_usage.max=1296.31
step.max=249 | t_sim.max=6.225e-05 | t_step.max=1.0964 | min_pressure=96.2018 | max_pressure=485.831 | min_temperature=277.834 | max_temperature=460.793 | memory_usage.max=1296.31
step.max=250 | t_sim.max=6.25e-05 | t_step.max=1.21258 | min_pressure=100 | max_pressure=485.826 | min_temperature=280.059 | max_temperature=460.785 | memory_usage.max=1301.62
step.max=251 | t_sim.max=6.275e-05 | t_step.max=1.09519 | min_pressure=100 | max_pressure=485.822 | min_temperature=287.437 | max_temperature=460.778 | memory_usage.max=1308.19
step.max=252 | t_sim.max=6.3e-05 | t_step.max=1.09512 | min_pressure=100 | max_pressure=485.817 | min_temperature=297.995 | max_temperature=460.77 | memory_usage.max=1308.19
step.max=253 | t_sim.max=6.325e-05 | t_step.max=1.11178 | min_pressure=100 | max_pressure=485.812 | min_temperature=295.958 | max_temperature=460.762 | memory_usage.max=1308.19
step.max=254 | t_sim.max=6.35e-05 | t_step.max=1.09573 | min_pressure=97.3811 | max_pressure=485.808 | min_temperature=289.056 | max_temperature=460.754 | memory_usage.max=1309.88
step.max=255 | t_sim.max=6.375e-05 | t_step.max=1.09529 | min_pressure=92.7685 | max_pressure=485.802 | min_temperature=280.858 | max_temperature=460.747 | memory_usage.max=1311.19
